Cell name,ref,rank,Cell marker,scores,logfoldchanges,pvals,pvals_adj
B cell,rest,0,ENSG00000211592,24.121708,10.810293,1.48E-128,2.84E-124
B cell,rest,1,ENSG00000282633,22.509373,9.306435,3.36E-112,3.23E-108
B cell,rest,2,ENSG00000277633,19.426561,8.263744,4.60E-84,2.95E-80
B cell,rest,3,ENSG00000211897,16.892967,7.1428413,5.07E-64,2.43E-60
B cell,rest,4,ENSG00000282184,16.740482,7.0237527,6.64E-63,2.55E-59
B cell,rest,5,ENSG00000232126,16.238138,5.220632,2.71E-59,8.68E-56
B cell,rest,6,ENSG00000170345,16.08179,4.1679354,3.42E-58,9.39E-55
B cell,rest,7,ENSG00000273686,15.560023,3.9900956,1.36E-54,3.27E-51
B cell,rest,8,ENSG00000211893,15.236485,6.203125,2.02E-52,4.32E-49
B cell,rest,9,ENSG00000274497,15.2285795,6.1662908,2.29E-52,4.39E-49
B cell,rest,10,ENSG00000266865,14.923608,4.993807,2.31E-50,4.04E-47
B cell,rest,11,ENSG00000282657,14.911597,6.8771577,2.77E-50,4.43E-47
B cell,rest,12,ENSG00000198502,14.701113,7.3066564,6.34E-49,9.37E-46
B cell,rest,13,ENSG00000123358,13.452577,5.0018363,2.97E-41,4.08E-38
B cell,rest,14,ENSG00000233841,13.092731,5.6977205,3.62E-39,4.64E-36
B cell,rest,15,ENSG00000196126,12.384745,5.0043316,3.16E-35,3.57E-32
B cell,rest,16,ENSG00000171223,12.1033945,4.3166146,1.01E-33,1.08E-30
B cell,rest,17,ENSG00000223551,11.995793,3.1917496,3.74E-33,3.78E-30
B cell,rest,18,ENSG00000143546,11.96923,4.441478,5.15E-33,4.76E-30
B cell,rest,19,ENSG00000204525,11.968311,4.934293,5.21E-33,4.76E-30
B cell,rest,20,ENSG00000288859,11.847413,3.9419708,2.22E-32,1.94E-29
B cell,rest,21,ENSG00000116741,11.815334,4.5398245,3.25E-32,2.72E-29
B cell,rest,22,ENSG00000132465,11.680373,6.0328174,1.61E-31,1.23E-28
B cell,rest,23,ENSG00000229215,11.598447,4.714882,4.20E-31,3.10E-28
B cell,rest,24,ENSG00000122852,11.416701,4.369315,3.45E-30,2.45E-27
B cell,rest,25,ENSG00000228987,11.402884,3.8963697,4.04E-30,2.77E-27
B cell,rest,26,ENSG00000211677,11.361339,5.5068893,6.51E-30,4.31E-27
B cell,rest,27,ENSG00000150991,11.23131,2.7297688,2.86E-29,1.83E-26
B cell,rest,28,ENSG00000288825,11.2224245,3.6799412,3.16E-29,1.96E-26
B cell,rest,29,ENSG00000197253,10.995426,4.4369774,4.02E-28,2.27E-25
B cell,rest,30,ENSG00000196735,10.944751,4.743349,7.04E-28,3.86E-25
B cell,rest,31,ENSG00000019582,10.837486,2.4501696,2.29E-27,1.19E-24
B cell,rest,32,ENSG00000234794,10.737821,3.8160028,6.76E-27,3.42E-24
B cell,rest,33,ENSG00000075624,10.5021515,2.01644,8.44E-26,4.16E-23
B cell,rest,34,ENSG00000163220,10.379997,3.8134134,3.06E-25,1.47E-22
B cell,rest,35,ENSG00000112096,10.348716,3.6112354,4.24E-25,1.99E-22
B cell,rest,36,ENSG00000254709,10.301502,5.1645722,6.94E-25,3.17E-22
B cell,rest,37,ENSG00000099860,10.016292,3.5995545,1.29E-23,5.77E-21
B cell,rest,38,ENSG00000090382,9.933538,3.539912,2.98E-23,1.30E-20
B cell,rest,39,ENSG00000160888,9.897385,3.5629568,4.27E-23,1.82E-20
B cell,rest,40,ENSG00000211679,9.739691,5.185036,2.04E-22,8.52E-20
B cell,rest,41,ENSG00000179344,9.601574,3.9442587,7.87E-22,3.22E-19
B cell,rest,42,ENSG00000168484,9.437384,2.5259304,3.82E-21,1.53E-18
B cell,rest,43,ENSG00000124243,9.353466,4.435237,8.48E-21,3.32E-18
B cell,rest,44,ENSG00000130522,9.224448,3.6632679,2.85E-20,1.07E-17
B cell,rest,45,ENSG00000226260,9.157044,3.1307979,5.33E-20,1.97E-17
B cell,rest,46,ENSG00000185303,9.032531,3.490799,1.68E-19,5.75E-17
B cell,rest,47,ENSG00000163751,8.938808,3.7630534,3.93E-19,1.33E-16
B cell,rest,48,ENSG00000120738,8.885192,3.6258397,6.38E-19,2.11E-16
B cell,rest,49,ENSG00000128016,8.78767,2.8974493,1.53E-18,4.97E-16
B cell,rest,50,ENSG00000211675,8.748515,4.624116,2.16E-18,6.92E-16
B cell,rest,51,ENSG00000223361,8.74346,3.8362255,2.26E-18,7.12E-16
B cell,rest,52,ENSG00000122862,8.676423,3.0573578,4.08E-18,1.27E-15
B cell,rest,53,ENSG00000276173,8.608192,4.247348,7.42E-18,2.26E-15
B cell,rest,54,ENSG00000277016,8.570017,5.014909,1.03E-17,3.11E-15
B cell,rest,55,ENSG00000011422,8.542106,3.2625537,1.32E-17,3.89E-15
B cell,rest,56,ENSG00000167996,8.486344,1.3103509,2.13E-17,6.21E-15
B cell,rest,57,ENSG00000230708,8.356684,3.5802374,6.45E-17,1.85E-14
B cell,rest,58,ENSG00000110848,8.285665,3.5850935,1.17E-16,3.32E-14
B cell,rest,59,ENSG00000228163,8.271602,3.3008218,1.32E-16,3.68E-14
B cell,rest,60,ENSG00000125740,8.191758,3.063358,2.57E-16,7.06E-14
B cell,rest,61,ENSG00000215030,8.127387,3.6416235,4.39E-16,1.17E-13
B cell,rest,62,ENSG00000167552,8.068746,2.934282,7.10E-16,1.87E-13
B cell,rest,63,ENSG00000235915,7.8954563,2.9456751,2.89E-15,7.41E-13
B cell,rest,64,ENSG00000185201,7.878728,2.850912,3.31E-15,8.36E-13
B cell,rest,65,ENSG00000109321,7.8227215,3.1096563,5.17E-15,1.29E-12
B cell,rest,66,ENSG00000108518,7.806146,2.3322818,5.90E-15,1.45E-12
B cell,rest,67,ENSG00000085265,7.7979045,3.7883415,6.29E-15,1.53E-12
B cell,rest,68,ENSG00000130066,7.4620795,1.6796889,8.52E-14,1.95E-11
B cell,rest,69,ENSG00000105835,7.363731,2.5908175,1.79E-13,4.04E-11
B cell,rest,70,ENSG00000232429,7.3256173,3.3173065,2.38E-13,5.25E-11
B cell,rest,71,ENSG00000125538,7.253035,3.6108634,4.08E-13,8.79E-11
B cell,rest,72,ENSG00000225691,7.1896143,2.709933,6.50E-13,1.39E-10
B cell,rest,73,ENSG00000163563,7.1843753,2.812556,6.75E-13,1.42E-10
B cell,rest,74,ENSG00000274233,7.181005,2.3722737,6.92E-13,1.44E-10
B cell,rest,75,ENSG00000271503,7.106493,2.3416567,1.19E-12,2.43E-10
B cell,rest,77,ENSG00000237264,6.9054146,3.7201319,5.01E-12,9.91E-10
B cell,rest,78,ENSG00000256338,6.879035,2.9542503,6.03E-12,1.18E-09
B cell,rest,79,ENSG00000059804,6.807495,2.6998065,9.93E-12,1.93E-09
B cell,rest,80,ENSG00000172236,6.751488,2.765027,1.46E-11,2.73E-09
B cell,rest,81,ENSG00000102879,6.616221,3.207492,3.68E-11,6.68E-09
B cell,rest,82,ENSG00000243742,6.320716,2.615944,2.60E-10,4.46E-08
B cell,rest,83,ENSG00000118515,6.2764435,2.463901,3.46E-10,5.89E-08
B cell,rest,84,ENSG00000169508,6.223838,3.1880379,4.85E-10,7.99E-08
B cell,rest,85,ENSG00000173559,6.223378,2.0836792,4.87E-10,7.99E-08
B cell,rest,87,ENSG00000197405,6.1212,2.664595,9.29E-10,1.49E-07
B cell,rest,89,ENSG00000081041,5.781055,2.4035738,7.42E-09,1.11E-06
B cell,rest,90,ENSG00000120129,5.753634,1.91272,8.73E-09,1.29E-06
B cell,rest,91,ENSG00000243071,5.7343316,2.6821308,9.79E-09,1.42E-06
B cell,rest,92,ENSG00000111348,5.6740665,2.0371842,1.39E-08,2.00E-06
B cell,rest,93,ENSG00000090104,5.4889507,2.4156191,4.04E-08,5.75E-06
B cell,rest,94,ENSG00000115738,5.393482,1.9736809,6.91E-08,9.69E-06
B cell,rest,95,ENSG00000227081,5.382728,2.9385304,7.34E-08,1.02E-05
B cell,rest,96,ENSG00000256618,5.379358,2.1163,7.48E-08,1.03E-05
B cell,rest,97,ENSG00000169442,5.2703166,2.3358572,1.36E-07,1.84E-05
B cell,rest,98,ENSG00000096150,5.1873794,1.546604,2.13E-07,2.82E-05
T cell,rest,0,ENSG00000166710,15.811352,1.8358356,2.60E-56,4.99E-52
T cell,rest,1,ENSG00000177954,14.828741,1.4286319,9.55E-50,9.17E-46
T cell,rest,2,ENSG00000213741,14.687766,1.8734114,7.72E-49,4.94E-45
T cell,rest,3,ENSG00000142541,14.306889,1.6087074,1.98E-46,9.52E-43
T cell,rest,4,ENSG00000177600,13.606341,1.6659575,3.67E-42,1.41E-38
T cell,rest,5,ENSG00000229117,12.79518,1.0347972,1.74E-37,4.79E-34
T cell,rest,6,ENSG00000167286,12.677994,8.195648,7.83E-37,1.88E-33
T cell,rest,7,ENSG00000008517,12.456727,7.1271143,1.29E-35,2.74E-32
T cell,rest,8,ENSG00000147403,12.442424,1.3023423,1.54E-35,2.95E-32
T cell,rest,9,ENSG00000211772,12.012139,6.993086,3.07E-33,5.36E-30
T cell,rest,10,ENSG00000137818,12.001796,1.155668,3.48E-33,5.56E-30
T cell,rest,11,ENSG00000280831,11.804616,1.8364022,3.69E-32,5.46E-29
T cell,rest,12,ENSG00000276849,11.583051,6.6034446,5.02E-31,6.89E-28
T cell,rest,13,ENSG00000137154,11.559935,1.1405536,6.58E-31,8.42E-28
T cell,rest,14,ENSG00000223367,11.530544,1.379679,9.26E-31,1.11E-27
T cell,rest,15,ENSG00000185885,11.438378,5.001138,2.69E-30,2.90E-27
T cell,rest,16,ENSG00000105640,11.437519,2.2646883,2.72E-30,2.90E-27
T cell,rest,17,ENSG00000198242,11.24314,1.89107,2.50E-29,2.40E-26
T cell,rest,18,ENSG00000277734,11.129165,7.7479715,9.05E-29,8.27E-26
T cell,rest,19,ENSG00000211751,11.076584,6.7370243,1.63E-28,1.42E-25
T cell,rest,20,ENSG00000116824,11.015189,7.941717,3.23E-28,2.70E-25
T cell,rest,21,ENSG00000167526,11.009513,1.1849827,3.44E-28,2.75E-25
T cell,rest,22,ENSG00000081237,11.005928,4.5084496,3.58E-28,2.75E-25
T cell,rest,23,ENSG00000231500,10.951069,1.252422,6.57E-28,4.85E-25
T cell,rest,24,ENSG00000134419,10.643611,1.58426,1.87E-26,1.33E-23
T cell,rest,25,ENSG00000149273,10.535349,1.7247826,5.94E-26,4.07E-23
T cell,rest,26,ENSG00000164587,10.499872,1.1490391,8.65E-26,5.73E-23
T cell,rest,28,ENSG00000271503,10.152381,4.3651505,3.23E-24,1.94E-21
T cell,rest,29,ENSG00000100316,10.109621,1.3881409,5.01E-24,2.83E-21
T cell,rest,30,ENSG00000121966,10.002554,5.2035575,1.49E-23,8.15E-21
T cell,rest,31,ENSG00000281981,9.955799,6.251499,2.38E-23,1.27E-20
T cell,rest,32,ENSG00000105372,9.951952,1.1794322,2.47E-23,1.28E-20
T cell,rest,33,ENSG00000274233,9.862437,4.1264477,6.06E-23,2.98E-20
T cell,rest,34,ENSG00000122026,9.834803,1.0895976,7.97E-23,3.83E-20
T cell,rest,35,ENSG00000168685,9.800147,5.8993316,1.12E-22,5.27E-20
T cell,rest,37,ENSG00000198763,9.68632,2.1381614,3.45E-22,1.50E-19
T cell,rest,38,ENSG00000143947,9.671159,1.3271096,4.00E-22,1.71E-19
T cell,rest,39,ENSG00000223551,9.647146,3.0696483,5.05E-22,2.11E-19
T cell,rest,41,ENSG00000115268,9.612752,1.4847753,7.06E-22,2.83E-19
T cell,rest,42,ENSG00000169442,9.418224,4.054805,4.59E-21,1.80E-18
T cell,rest,43,ENSG00000130255,9.166783,1.8166819,4.87E-20,1.84E-17
T cell,rest,44,ENSG00000108107,8.7868395,2.1013634,1.54E-18,5.01E-16
T cell,rest,45,ENSG00000108298,8.65688,1.0608535,4.85E-18,1.48E-15
T cell,rest,46,ENSG00000110848,8.631822,4.4576344,6.04E-18,1.81E-15
T cell,rest,48,ENSG00000144713,8.5970545,1.1137638,8.18E-18,2.34E-15
T cell,rest,49,ENSG00000082074,8.384526,4.3983574,5.09E-17,1.42E-14
T cell,rest,50,ENSG00000198727,8.36141,1.5284545,6.20E-17,1.70E-14
T cell,rest,51,ENSG00000265681,8.272082,1.7109315,1.32E-16,3.51E-14
T cell,rest,53,ENSG00000206493,8.109819,2.2588904,5.07E-16,1.30E-13
T cell,rest,54,ENSG00000111348,8.030164,2.9936144,9.73E-16,2.43E-13
T cell,rest,55,ENSG00000197958,8.018699,1.1885737,1.07E-15,2.63E-13
T cell,rest,56,ENSG00000172725,7.9919977,5.707977,1.33E-15,3.23E-13
T cell,rest,57,ENSG00000227715,7.966641,2.3439994,1.63E-15,3.91E-13
T cell,rest,58,ENSG00000235657,7.9465494,2.3305914,1.92E-15,4.55E-13
T cell,rest,60,ENSG00000225691,7.8059845,3.1712735,5.90E-15,1.30E-12
T cell,rest,61,ENSG00000213402,7.7966857,5.7431555,6.36E-15,1.37E-12
T cell,rest,63,ENSG00000168028,7.640025,1.8898141,2.17E-14,4.49E-12
T cell,rest,64,ENSG00000188846,7.623631,1.3389668,2.47E-14,5.04E-12
T cell,rest,65,ENSG00000223448,7.6048093,6.227943,2.85E-14,5.71E-12
T cell,rest,66,ENSG00000273686,7.485419,2.4049237,7.13E-14,1.41E-11
T cell,rest,67,ENSG00000171863,7.431269,1.3754327,1.08E-13,2.11E-11
T cell,rest,69,ENSG00000134954,7.315165,4.908363,2.57E-13,4.84E-11
T cell,rest,70,ENSG00000102879,7.280808,4.13643,3.32E-13,6.19E-11
T cell,rest,71,ENSG00000063177,7.2635546,1.2907451,3.77E-13,6.90E-11
T cell,rest,72,ENSG00000179144,7.0437446,5.1065674,1.87E-12,3.33E-10
T cell,rest,73,ENSG00000227507,6.9680843,5.9364805,3.21E-12,5.61E-10
T cell,rest,74,ENSG00000204628,6.746594,1.3954378,1.51E-11,2.48E-09
T cell,rest,75,ENSG00000186468,6.700137,1.0292376,2.08E-11,3.39E-09
T cell,rest,77,ENSG00000160654,6.6055436,6.503626,3.96E-11,6.29E-09
T cell,rest,78,ENSG00000232126,6.5329084,2.3726332,6.45E-11,1.01E-08
T cell,rest,80,ENSG00000198755,6.4838004,1.1424015,8.94E-11,1.37E-08
T cell,rest,81,ENSG00000147168,6.381812,3.9640033,1.75E-10,2.64E-08
T cell,rest,82,ENSG00000288169,6.325833,5.0830946,2.52E-10,3.66E-08
T cell,rest,83,ENSG00000150991,6.324675,1.3412404,2.54E-10,3.66E-08
T cell,rest,85,ENSG00000128340,6.288974,3.1053896,3.20E-10,4.55E-08
T cell,rest,88,ENSG00000133872,6.2064424,2.2186446,5.42E-10,7.38E-08
T cell,rest,89,ENSG00000126264,6.124807,2.952759,9.08E-10,1.20E-07
T cell,rest,90,ENSG00000069493,6.1206617,4.608592,9.32E-10,1.23E-07
T cell,rest,91,ENSG00000237508,6.101765,2.7596927,1.05E-09,1.37E-07
T cell,rest,93,ENSG00000204592,5.966578,1.5143774,2.42E-09,3.04E-07
T cell,rest,94,ENSG00000229698,5.946076,2.7348604,2.75E-09,3.43E-07
T cell,rest,95,ENSG00000225201,5.8784075,1.4241686,4.14E-09,5.13E-07
T cell,rest,96,ENSG00000115738,5.8729177,2.312454,4.28E-09,5.27E-07
T cell,rest,98,ENSG00000137403,5.7009463,2.6544356,1.19E-08,1.37E-06
T cell,rest,99,ENSG00000288825,5.664722,2.3134556,1.47E-08,1.66E-06
fibroblast of lung,rest,0,ENSG00000152583,13.8407,12.125309,1.45E-43,2.78E-39
fibroblast of lung,rest,1,ENSG00000011465,13.330384,13.33923,1.54E-40,1.48E-36
fibroblast of lung,rest,2,ENSG00000139329,11.347498,11.458999,7.63E-30,4.89E-26
fibroblast of lung,rest,3,ENSG00000111341,11.207621,9.4019785,3.74E-29,1.65E-25
fibroblast of lung,rest,4,ENSG00000164692,11.195548,11.955442,4.29E-29,1.65E-25
fibroblast of lung,rest,5,ENSG00000113140,11.177695,9.261695,5.24E-29,1.68E-25
fibroblast of lung,rest,6,ENSG00000168542,9.939539,10.339823,2.80E-23,7.69E-20
fibroblast of lung,rest,7,ENSG00000122786,9.92452,8.478429,3.26E-23,7.82E-20
fibroblast of lung,rest,8,ENSG00000125148,9.730403,6.7654347,2.24E-22,4.77E-19
fibroblast of lung,rest,9,ENSG00000288512,8.778463,7.275072,1.66E-18,2.89E-15
fibroblast of lung,rest,10,ENSG00000091986,8.585026,8.707376,9.08E-18,1.45E-14
fibroblast of lung,rest,11,ENSG00000102265,8.43914,5.53054,3.20E-17,4.72E-14
fibroblast of lung,rest,12,ENSG00000108691,8.422251,6.9953146,3.69E-17,5.07E-14
fibroblast of lung,rest,13,ENSG00000196616,8.241452,10.251295,1.70E-16,2.18E-13
fibroblast of lung,rest,14,ENSG00000131016,8.047958,7.454505,8.42E-16,1.01E-12
fibroblast of lung,rest,15,ENSG00000100097,7.950135,4.7007465,1.86E-15,2.10E-12
fibroblast of lung,rest,16,ENSG00000108821,7.9436173,8.85735,1.96E-15,2.10E-12
fibroblast of lung,rest,17,ENSG00000142871,7.5340724,6.391935,4.92E-14,4.81E-11
fibroblast of lung,rest,18,ENSG00000137801,7.5318055,6.1639113,5.00E-14,4.81E-11
fibroblast of lung,rest,19,ENSG00000132386,7.317398,6.6989436,2.53E-13,2.31E-10
fibroblast of lung,rest,20,ENSG00000149131,7.2458153,4.890181,4.30E-13,3.75E-10
fibroblast of lung,rest,21,ENSG00000166482,7.172476,8.487241,7.37E-13,6.15E-10
fibroblast of lung,rest,22,ENSG00000106538,7.0754457,6.4392266,1.49E-12,1.19E-09
fibroblast of lung,rest,23,ENSG00000150093,7.066321,4.1811857,1.59E-12,1.22E-09
fibroblast of lung,rest,24,ENSG00000140416,7.028234,5.3693056,2.09E-12,1.55E-09
fibroblast of lung,rest,25,ENSG00000106366,7.003126,7.62398,2.50E-12,1.78E-09
fibroblast of lung,rest,26,ENSG00000106333,6.9885607,8.343598,2.78E-12,1.90E-09
fibroblast of lung,rest,27,ENSG00000134531,6.8947606,5.077082,5.40E-12,3.57E-09
fibroblast of lung,rest,28,ENSG00000187955,6.561049,8.0182085,5.34E-11,3.42E-08
fibroblast of lung,rest,29,ENSG00000077942,6.430693,8.567391,1.27E-10,7.62E-08
fibroblast of lung,rest,30,ENSG00000197766,6.3983874,5.0552034,1.57E-10,9.14E-08
fibroblast of lung,rest,31,ENSG00000112936,6.24077,8.824111,4.35E-10,2.46E-07
fibroblast of lung,rest,32,ENSG00000163359,6.213395,8.180908,5.19E-10,2.85E-07
fibroblast of lung,rest,33,ENSG00000274619,6.198319,4.9507895,5.71E-10,3.04E-07
fibroblast of lung,rest,34,ENSG00000100234,6.162216,5.477961,7.17E-10,3.63E-07
fibroblast of lung,rest,35,ENSG00000182326,6.1144943,5.8247294,9.69E-10,4.65E-07
fibroblast of lung,rest,36,ENSG00000175899,6.1104703,5.692136,9.93E-10,4.65E-07
fibroblast of lung,rest,37,ENSG00000163453,6.0966415,5.318582,1.08E-09,4.95E-07
fibroblast of lung,rest,38,ENSG00000163430,6.089103,6.260667,1.14E-09,5.07E-07
fibroblast of lung,rest,39,ENSG00000079819,6.073971,5.7024274,1.25E-09,5.45E-07
fibroblast of lung,rest,40,ENSG00000149591,6.0154805,6.0432796,1.79E-09,7.41E-07
fibroblast of lung,rest,41,ENSG00000166741,5.9950204,4.651918,2.03E-09,8.14E-07
fibroblast of lung,rest,42,ENSG00000103196,5.843637,8.289156,5.11E-09,1.96E-06
fibroblast of lung,rest,43,ENSG00000189129,5.8325853,8.098929,5.46E-09,2.06E-06
fibroblast of lung,rest,44,ENSG00000134352,5.8262377,4.207663,5.67E-09,2.09E-06
fibroblast of lung,rest,45,ENSG00000125730,5.7337413,4.2017207,9.82E-09,3.49E-06
fibroblast of lung,rest,46,ENSG00000038427,5.6958814,4.3689904,1.23E-08,4.29E-06
fibroblast of lung,rest,47,ENSG00000166147,5.5861554,7.4874706,2.32E-08,7.82E-06
fibroblast of lung,rest,48,ENSG00000142156,5.5574207,6.0613484,2.74E-08,9.07E-06
fibroblast of lung,rest,49,ENSG00000050405,5.425024,4.1464815,5.79E-08,1.77E-05
fibroblast of lung,rest,50,ENSG00000106624,5.418733,7.4577575,6.00E-08,1.80E-05
fibroblast of lung,rest,51,ENSG00000151914,5.392152,4.124609,6.96E-08,2.03E-05
fibroblast of lung,rest,52,ENSG00000211445,5.2907004,5.3054633,1.22E-07,3.34E-05
fibroblast of lung,rest,53,ENSG00000212907,5.167089,3.026256,2.38E-07,6.43E-05
fibroblast of lung,rest,54,ENSG00000250722,5.156264,3.4995887,2.52E-07,6.72E-05
fibroblast of lung,rest,55,ENSG00000154553,5.125545,6.61631,2.97E-07,7.77E-05
fibroblast of lung,rest,56,ENSG00000115414,5.1237316,3.8768258,3.00E-07,7.77E-05
fibroblast of lung,rest,57,ENSG00000117143,4.988501,4.835846,6.08E-07,0.000147934
fibroblast of lung,rest,58,ENSG00000107796,4.955572,6.785951,7.21E-07,0.000172702
fibroblast of lung,rest,59,ENSG00000147604,4.953645,1.4292417,7.28E-07,0.000172702
fibroblast of lung,rest,60,ENSG00000168386,4.8383083,4.5701303,1.31E-06,0.000306708
fibroblast of lung,rest,61,ENSG00000167460,4.7878094,2.874768,1.69E-06,0.000385518
fibroblast of lung,rest,62,ENSG00000154096,4.7467756,6.3499274,2.07E-06,0.000461581
fibroblast of lung,rest,63,ENSG00000162407,4.708859,4.906249,2.49E-06,0.000537568
fibroblast of lung,rest,64,ENSG00000116717,4.6681085,4.477346,3.04E-06,0.000648705
fibroblast of lung,rest,65,ENSG00000288299,4.6627245,2.937898,3.12E-06,0.000658598
fibroblast of lung,rest,66,ENSG00000198899,4.6069546,1.1561416,4.09E-06,0.000847992
fibroblast of lung,rest,67,ENSG00000177469,4.605934,3.6636875,4.11E-06,0.000847992
fibroblast of lung,rest,68,ENSG00000256618,4.585474,3.0880444,4.53E-06,0.000906198
fibroblast of lung,rest,69,ENSG00000167779,4.5756693,6.656351,4.75E-06,0.000939907
fibroblast of lung,rest,70,ENSG00000132475,4.573345,1.5454718,4.80E-06,0.000940698
fibroblast of lung,rest,71,ENSG00000107317,4.5555487,6.406188,5.22E-06,0.001003494
fibroblast of lung,rest,72,ENSG00000144810,4.548578,5.3794065,5.40E-06,0.00102704
fibroblast of lung,rest,73,ENSG00000000971,4.5158186,3.401905,6.31E-06,0.00117609
fibroblast of lung,rest,74,ENSG00000125868,4.4991555,2.9355369,6.82E-06,0.001259911
fibroblast of lung,rest,75,ENSG00000062716,4.494338,3.0860114,6.98E-06,0.001274935
fibroblast of lung,rest,76,ENSG00000117519,4.4925814,3.9417536,7.04E-06,0.001274935
fibroblast of lung,rest,77,ENSG00000006327,4.482436,4.3762755,7.38E-06,0.001324599
fibroblast of lung,rest,78,ENSG00000106809,4.4770517,4.7757416,7.57E-06,0.001345858
fibroblast of lung,rest,79,ENSG00000136997,4.460389,3.9179425,8.18E-06,0.001441526
fibroblast of lung,rest,80,ENSG00000198467,4.4532475,5.68591,8.46E-06,0.001476786
fibroblast of lung,rest,81,ENSG00000142089,4.398158,2.4531713,1.09E-05,0.001888996
fibroblast of lung,rest,82,ENSG00000140285,4.392377,6.531564,1.12E-05,0.001922624
fibroblast of lung,rest,83,ENSG00000205362,4.368686,6.5964394,1.25E-05,0.002087545
fibroblast of lung,rest,84,ENSG00000154175,4.3498697,5.2762136,1.36E-05,0.002255355
fibroblast of lung,rest,85,ENSG00000071282,4.2917194,5.7865586,1.77E-05,0.002861449
fibroblast of lung,rest,86,ENSG00000255302,4.279024,2.6120386,1.88E-05,0.003004373
fibroblast of lung,rest,87,ENSG00000122545,4.2679152,2.6605494,1.97E-05,0.003131819
